,Species,Specimen,Site,variable,value
1058,Phylodactylus,12689,Lagun,Hemiptera,0
1065,Phylodactylus,12697,Lagun,Hemiptera,0
1068,Phylodactylus,12709,Lagun,Hemiptera,0
1071,Phylodactylus,112710,Lagun,Hemiptera,0
1186,Phylodactylus,12678,Lagun,Hymenoptera,0
1187,Phylodactylus,12679,Lagun,Hymenoptera,0
1189,Phylodactylus,12689,Lagun,Hymenoptera,0
1196,Phylodactylus,12697,Lagun,Hymenoptera,0
1199,Phylodactylus,12709,Lagun,Hymenoptera,0
1202,Phylodactylus,112710,Lagun,Hymenoptera,0
1317,Phylodactylus,12678,Lagun,Orthoptera,0
1318,Phylodactylus,12679,Lagun,Orthoptera,1
1320,Phylodactylus,12689,Lagun,Orthoptera,0.333333333
1327,Phylodactylus,12697,Lagun,Orthoptera,0.5
1330,Phylodactylus,12709,Lagun,Orthoptera,0
1333,Phylodactylus,112710,Lagun,Orthoptera,0
1448,Phylodactylus,12678,Lagun,Ephermeroptera,0
1449,Phylodactylus,12679,Lagun,Ephermeroptera,0
1451,Phylodactylus,12689,Lagun,Ephermeroptera,0
1458,Phylodactylus,12697,Lagun,Ephermeroptera,0
1461,Phylodactylus,12709,Lagun,Ephermeroptera,0
1464,Phylodactylus,112710,Lagun,Ephermeroptera,0
1579,Phylodactylus,12678,Lagun,Gecko_skin,0
1580,Phylodactylus,12679,Lagun,Gecko_skin,0
1582,Phylodactylus,12689,Lagun,Gecko_skin,0.333333333
1589,Phylodactylus,12697,Lagun,Gecko_skin,0
1592,Phylodactylus,12709,Lagun,Gecko_skin,0
1595,Phylodactylus,112710,Lagun,Gecko_skin,0
1710,Phylodactylus,12678,Lagun,Blattaria,0
1711,Phylodactylus,12679,Lagun,Blattaria,0
1713,Phylodactylus,12689,Lagun,Blattaria,0
1720,Phylodactylus,12697,Lagun,Blattaria,0
1723,Phylodactylus,12709,Lagun,Blattaria,0
1726,Phylodactylus,112710,Lagun,Blattaria,0
1841,Phylodactylus,12678,Lagun,Empty,0
1842,Phylodactylus,12679,Lagun,Empty,0
1844,Phylodactylus,12689,Lagun,Empty,0
1851,Phylodactylus,12697,Lagun,Empty,0
1854,Phylodactylus,12709,Lagun,Empty,0
1857,Phylodactylus,112710,Lagun,Empty,0
1972,Phylodactylus,12678,Lagun,Ramphotyphlops,0
1973,Phylodactylus,12679,Lagun,Ramphotyphlops,0
1975,Phylodactylus,12689,Lagun,Ramphotyphlops,0
1982,Phylodactylus,12697,Lagun,Ramphotyphlops,0
1985,Phylodactylus,12709,Lagun,Ramphotyphlops,0
1988,Phylodactylus,112710,Lagun,Ramphotyphlops,0
2103,Phylodactylus,12678,Lagun,Gonatodes.antillensis,0
2104,Phylodactylus,12679,Lagun,Gonatodes.antillensis,0
2106,Phylodactylus,12689,Lagun,Gonatodes.antillensis,0
2113,Phylodactylus,12697,Lagun,Gonatodes.antillensis,0
2116,Phylodactylus,12709,Lagun,Gonatodes.antillensis,0
2119,Phylodactylus,112710,Lagun,Gonatodes.antillensis,0
2234,Phylodactylus,12678,Lagun,Phylodactylus,0
2235,Phylodactylus,12679,Lagun,Phylodactylus,0
2237,Phylodactylus,12689,Lagun,Phylodactylus,0
2244,Phylodactylus,12697,Lagun,Phylodactylus,0
2247,Phylodactylus,12709,Lagun,Phylodactylus,0
2250,Phylodactylus,112710,Lagun,Phylodactylus,0
46,Phylodactylus,12513,Westpunt,Diptera,1
47,Phylodactylus,12514,Westpunt,Diptera,0
48,Phylodactylus,12515,Westpunt,Diptera,0
49,Phylodactylus,12516,Westpunt,Diptera,0
50,Phylodactylus,12517,Westpunt,Diptera,0
51,Phylodactylus,12518,Westpunt,Diptera,0
52,Phylodactylus,12520,Westpunt,Diptera,0
53,Phylodactylus,12521,Westpunt,Diptera,0
54,Phylodactylus,12522,Westpunt,Diptera,0.333333333
55,Phylodactylus,12524,Westpunt,Diptera,0
56,Phylodactylus,12525,Westpunt,Diptera,0
58,Phylodactylus,12541,Westpunt,Diptera,0
59,Phylodactylus,12543,Westpunt,Diptera,0
60,Phylodactylus,12544,Westpunt,Diptera,0
61,Phylodactylus,12547,Westpunt,Diptera,0
62,Phylodactylus,12551,Westpunt,Diptera,0.5
67,Phylodactylus,12582,Westpunt,Diptera,0.5
68,Phylodactylus,12583,Westpunt,Diptera,0
69,Phylodactylus,12584,Westpunt,Diptera,0
70,Phylodactylus,12615,Westpunt,Diptera,0
71,Phylodactylus,12618,Westpunt,Diptera,0
72,Phylodactylus,12621,Westpunt,Diptera,0
73,Phylodactylus,12622,Westpunt,Diptera,0
74,Phylodactylus,12623,Westpunt,Diptera,0
78,Phylodactylus,12636,Westpunt,Diptera,0
79,Phylodactylus,12637,Westpunt,Diptera,0
80,Phylodactylus,12638,Westpunt,Diptera,0
81,Phylodactylus,12639,Westpunt,Diptera,0
82,Phylodactylus,12640,Westpunt,Diptera,0
85,Phylodactylus,MCB 1098,Westpunt,Diptera,0
86,Phylodactylus,MCB 1099,Westpunt,Diptera,0
87,Phylodactylus,MCB 1100,Westpunt,Diptera,1
88,Phylodactylus,MCB 1101,Westpunt,Diptera,0
89,Phylodactylus,MCB 1102,Westpunt,Diptera,0
90,Phylodactylus,MCB 1103,Westpunt,Diptera,0
91,Phylodactylus,MCB 1104,Westpunt,Diptera,0
92,Phylodactylus,MCB 1105,Westpunt,Diptera,0
93,Phylodactylus,MCB 1106,Westpunt,Diptera,0
94,Phylodactylus,MCB 1107,Westpunt,Diptera,0
95,Phylodactylus,MCB 1108,Westpunt,Diptera,0
96,Phylodactylus,MCB 1109,Westpunt,Diptera,0.5
97,Phylodactylus,MCB 1110,Westpunt,Diptera,0
98,Phylodactylus,MCB 1111,Westpunt,Diptera,0
99,Phylodactylus,MCB 1112,Westpunt,Diptera,0.5
100,Phylodactylus,MCB 1113,Westpunt,Diptera,0
101,Phylodactylus,MCB 1114,Westpunt,Diptera,0
102,Phylodactylus,MCB 1115,Westpunt,Diptera,0
103,Phylodactylus,MCB 1117,Westpunt,Diptera,0
104,Phylodactylus,MCB 1118,Westpunt,Diptera,0
177,Phylodactylus,12513,Westpunt,Lepidoptera,0
178,Phylodactylus,12514,Westpunt,Lepidoptera,1
179,Phylodactylus,12515,Westpunt,Lepidoptera,0.5
180,Phylodactylus,12516,Westpunt,Lepidoptera,0
181,Phylodactylus,12517,Westpunt,Lepidoptera,0
182,Phylodactylus,12518,Westpunt,Lepidoptera,0
183,Phylodactylus,12520,Westpunt,Lepidoptera,0
184,Phylodactylus,12521,Westpunt,Lepidoptera,0
185,Phylodactylus,12522,Westpunt,Lepidoptera,0
186,Phylodactylus,12524,Westpunt,Lepidoptera,1
187,Phylodactylus,12525,Westpunt,Lepidoptera,0.5
189,Phylodactylus,12541,Westpunt,Lepidoptera,0
190,Phylodactylus,12543,Westpunt,Lepidoptera,0
191,Phylodactylus,12544,Westpunt,Lepidoptera,0
192,Phylodactylus,12547,Westpunt,Lepidoptera,0
193,Phylodactylus,12551,Westpunt,Lepidoptera,0
198,Phylodactylus,12582,Westpunt,Lepidoptera,0
199,Phylodactylus,12583,Westpunt,Lepidoptera,0
200,Phylodactylus,12584,Westpunt,Lepidoptera,0
201,Phylodactylus,12615,Westpunt,Lepidoptera,0
202,Phylodactylus,12618,Westpunt,Lepidoptera,0
203,Phylodactylus,12621,Westpunt,Lepidoptera,0
204,Phylodactylus,12622,Westpunt,Lepidoptera,0
205,Phylodactylus,12623,Westpunt,Lepidoptera,0
209,Phylodactylus,12636,Westpunt,Lepidoptera,0
210,Phylodactylus,12637,Westpunt,Lepidoptera,0.333333333
211,Phylodactylus,12638,Westpunt,Lepidoptera,0
212,Phylodactylus,12639,Westpunt,Lepidoptera,0
213,Phylodactylus,12640,Westpunt,Lepidoptera,0
216,Phylodactylus,MCB 1098,Westpunt,Lepidoptera,0
217,Phylodactylus,MCB 1099,Westpunt,Lepidoptera,0
218,Phylodactylus,MCB 1100,Westpunt,Lepidoptera,0
219,Phylodactylus,MCB 1101,Westpunt,Lepidoptera,0
220,Phylodactylus,MCB 1102,Westpunt,Lepidoptera,0
221,Phylodactylus,MCB 1103,Westpunt,Lepidoptera,0
222,Phylodactylus,MCB 1104,Westpunt,Lepidoptera,0
223,Phylodactylus,MCB 1105,Westpunt,Lepidoptera,0
224,Phylodactylus,MCB 1106,Westpunt,Lepidoptera,0
225,Phylodactylus,MCB 1107,Westpunt,Lepidoptera,0
226,Phylodactylus,MCB 1108,Westpunt,Lepidoptera,0
227,Phylodactylus,MCB 1109,Westpunt,Lepidoptera,0
228,Phylodactylus,MCB 1110,Westpunt,Lepidoptera,0
229,Phylodactylus,MCB 1111,Westpunt,Lepidoptera,0.5
230,Phylodactylus,MCB 1112,Westpunt,Lepidoptera,0
231,Phylodactylus,MCB 1113,Westpunt,Lepidoptera,0
232,Phylodactylus,MCB 1114,Westpunt,Lepidoptera,0
233,Phylodactylus,MCB 1115,Westpunt,Lepidoptera,0
234,Phylodactylus,MCB 1117,Westpunt,Lepidoptera,0
235,Phylodactylus,MCB 1118,Westpunt,Lepidoptera,0
308,Phylodactylus,12513,Westpunt,Coleoptera,0
309,Phylodactylus,12514,Westpunt,Coleoptera,0
310,Phylodactylus,12515,Westpunt,Coleoptera,0.5
311,Phylodactylus,12516,Westpunt,Coleoptera,1
312,Phylodactylus,12517,Westpunt,Coleoptera,0
313,Phylodactylus,12518,Westpunt,Coleoptera,0
314,Phylodactylus,12520,Westpunt,Coleoptera,0.5
315,Phylodactylus,12521,Westpunt,Coleoptera,1
316,Phylodactylus,12522,Westpunt,Coleoptera,0
317,Phylodactylus,12524,Westpunt,Coleoptera,0
318,Phylodactylus,12525,Westpunt,Coleoptera,0
320,Phylodactylus,12541,Westpunt,Coleoptera,0
321,Phylodactylus,12543,Westpunt,Coleoptera,0.5
322,Phylodactylus,12544,Westpunt,Coleoptera,0
323,Phylodactylus,12547,Westpunt,Coleoptera,0
324,Phylodactylus,12551,Westpunt,Coleoptera,0.5
329,Phylodactylus,12582,Westpunt,Coleoptera,0.5
330,Phylodactylus,12583,Westpunt,Coleoptera,0
331,Phylodactylus,12584,Westpunt,Coleoptera,0
332,Phylodactylus,12615,Westpunt,Coleoptera,0
333,Phylodactylus,12618,Westpunt,Coleoptera,0
334,Phylodactylus,12621,Westpunt,Coleoptera,0
335,Phylodactylus,12622,Westpunt,Coleoptera,0
336,Phylodactylus,12623,Westpunt,Coleoptera,0
340,Phylodactylus,12636,Westpunt,Coleoptera,1
341,Phylodactylus,12637,Westpunt,Coleoptera,0.333333333
342,Phylodactylus,12638,Westpunt,Coleoptera,0
343,Phylodactylus,12639,Westpunt,Coleoptera,0
344,Phylodactylus,12640,Westpunt,Coleoptera,0
347,Phylodactylus,MCB 1098,Westpunt,Coleoptera,0.833333333
348,Phylodactylus,MCB 1099,Westpunt,Coleoptera,0.5
349,Phylodactylus,MCB 1100,Westpunt,Coleoptera,0
350,Phylodactylus,MCB 1101,Westpunt,Coleoptera,1
351,Phylodactylus,MCB 1102,Westpunt,Coleoptera,0
352,Phylodactylus,MCB 1103,Westpunt,Coleoptera,1
353,Phylodactylus,MCB 1104,Westpunt,Coleoptera,0
354,Phylodactylus,MCB 1105,Westpunt,Coleoptera,0.5
355,Phylodactylus,MCB 1106,Westpunt,Coleoptera,0.5
356,Phylodactylus,MCB 1107,Westpunt,Coleoptera,0
357,Phylodactylus,MCB 1108,Westpunt,Coleoptera,1
358,Phylodactylus,MCB 1109,Westpunt,Coleoptera,0.5
359,Phylodactylus,MCB 1110,Westpunt,Coleoptera,0
360,Phylodactylus,MCB 1111,Westpunt,Coleoptera,0.5
361,Phylodactylus,MCB 1112,Westpunt,Coleoptera,0.5
362,Phylodactylus,MCB 1113,Westpunt,Coleoptera,1
363,Phylodactylus,MCB 1114,Westpunt,Coleoptera,0
364,Phylodactylus,MCB 1115,Westpunt,Coleoptera,0
365,Phylodactylus,MCB 1117,Westpunt,Coleoptera,0
366,Phylodactylus,MCB 1118,Westpunt,Coleoptera,0
439,Phylodactylus,12513,Westpunt,Archnid_scorp,0
440,Phylodactylus,12514,Westpunt,Archnid_scorp,0
441,Phylodactylus,12515,Westpunt,Archnid_scorp,0
442,Phylodactylus,12516,Westpunt,Archnid_scorp,0
443,Phylodactylus,12517,Westpunt,Archnid_scorp,1
444,Phylodactylus,12518,Westpunt,Archnid_scorp,0
445,Phylodactylus,12520,Westpunt,Archnid_scorp,0.5
446,Phylodactylus,12521,Westpunt,Archnid_scorp,0
447,Phylodactylus,12522,Westpunt,Archnid_scorp,0
448,Phylodactylus,12524,Westpunt,Archnid_scorp,0
449,Phylodactylus,12525,Westpunt,Archnid_scorp,0
451,Phylodactylus,12541,Westpunt,Archnid_scorp,0
452,Phylodactylus,12543,Westpunt,Archnid_scorp,0
453,Phylodactylus,12544,Westpunt,Archnid_scorp,0
454,Phylodactylus,12547,Westpunt,Archnid_scorp,0
455,Phylodactylus,12551,Westpunt,Archnid_scorp,0
460,Phylodactylus,12582,Westpunt,Archnid_scorp,0
461,Phylodactylus,12583,Westpunt,Archnid_scorp,0
462,Phylodactylus,12584,Westpunt,Archnid_scorp,0
463,Phylodactylus,12615,Westpunt,Archnid_scorp,0
464,Phylodactylus,12618,Westpunt,Archnid_scorp,0
465,Phylodactylus,12621,Westpunt,Archnid_scorp,0
466,Phylodactylus,12622,Westpunt,Archnid_scorp,0
467,Phylodactylus,12623,Westpunt,Archnid_scorp,0
471,Phylodactylus,12636,Westpunt,Archnid_scorp,0
472,Phylodactylus,12637,Westpunt,Archnid_scorp,0
473,Phylodactylus,12638,Westpunt,Archnid_scorp,0
474,Phylodactylus,12639,Westpunt,Archnid_scorp,0
475,Phylodactylus,12640,Westpunt,Archnid_scorp,0
478,Phylodactylus,MCB 1098,Westpunt,Archnid_scorp,0
479,Phylodactylus,MCB 1099,Westpunt,Archnid_scorp,0
480,Phylodactylus,MCB 1100,Westpunt,Archnid_scorp,0
481,Phylodactylus,MCB 1101,Westpunt,Archnid_scorp,0
482,Phylodactylus,MCB 1102,Westpunt,Archnid_scorp,0
483,Phylodactylus,MCB 1103,Westpunt,Archnid_scorp,0
484,Phylodactylus,MCB 1104,Westpunt,Archnid_scorp,0
485,Phylodactylus,MCB 1105,Westpunt,Archnid_scorp,0
486,Phylodactylus,MCB 1106,Westpunt,Archnid_scorp,0
487,Phylodactylus,MCB 1107,Westpunt,Archnid_scorp,0
488,Phylodactylus,MCB 1108,Westpunt,Archnid_scorp,0
489,Phylodactylus,MCB 1109,Westpunt,Archnid_scorp,0
490,Phylodactylus,MCB 1110,Westpunt,Archnid_scorp,0
491,Phylodactylus,MCB 1111,Westpunt,Archnid_scorp,0
492,Phylodactylus,MCB 1112,Westpunt,Archnid_scorp,0
493,Phylodactylus,MCB 1113,Westpunt,Archnid_scorp,0
494,Phylodactylus,MCB 1114,Westpunt,Archnid_scorp,0.666666667
495,Phylodactylus,MCB 1115,Westpunt,Archnid_scorp,0
496,Phylodactylus,MCB 1117,Westpunt,Archnid_scorp,0
497,Phylodactylus,MCB 1118,Westpunt,Archnid_scorp,0
570,Phylodactylus,12513,Westpunt,Archnid_spider,0
571,Phylodactylus,12514,Westpunt,Archnid_spider,0
572,Phylodactylus,12515,Westpunt,Archnid_spider,0
573,Phylodactylus,12516,Westpunt,Archnid_spider,0
574,Phylodactylus,12517,Westpunt,Archnid_spider,0
575,Phylodactylus,12518,Westpunt,Archnid_spider,0
576,Phylodactylus,12520,Westpunt,Archnid_spider,0
577,Phylodactylus,12521,Westpunt,Archnid_spider,0
578,Phylodactylus,12522,Westpunt,Archnid_spider,0
579,Phylodactylus,12524,Westpunt,Archnid_spider,0
580,Phylodactylus,12525,Westpunt,Archnid_spider,0
582,Phylodactylus,12541,Westpunt,Archnid_spider,0
583,Phylodactylus,12543,Westpunt,Archnid_spider,0.5
584,Phylodactylus,12544,Westpunt,Archnid_spider,0
585,Phylodactylus,12547,Westpunt,Archnid_spider,0
586,Phylodactylus,12551,Westpunt,Archnid_spider,0
591,Phylodactylus,12582,Westpunt,Archnid_spider,0
592,Phylodactylus,12583,Westpunt,Archnid_spider,0
593,Phylodactylus,12584,Westpunt,Archnid_spider,1
594,Phylodactylus,12615,Westpunt,Archnid_spider,0
595,Phylodactylus,12618,Westpunt,Archnid_spider,0
596,Phylodactylus,12621,Westpunt,Archnid_spider,0
597,Phylodactylus,12622,Westpunt,Archnid_spider,0
598,Phylodactylus,12623,Westpunt,Archnid_spider,0
602,Phylodactylus,12636,Westpunt,Archnid_spider,0
603,Phylodactylus,12637,Westpunt,Archnid_spider,0
604,Phylodactylus,12638,Westpunt,Archnid_spider,0
605,Phylodactylus,12639,Westpunt,Archnid_spider,0
606,Phylodactylus,12640,Westpunt,Archnid_spider,0.5
609,Phylodactylus,MCB 1098,Westpunt,Archnid_spider,0
610,Phylodactylus,MCB 1099,Westpunt,Archnid_spider,0
611,Phylodactylus,MCB 1100,Westpunt,Archnid_spider,0
612,Phylodactylus,MCB 1101,Westpunt,Archnid_spider,0
613,Phylodactylus,MCB 1102,Westpunt,Archnid_spider,0
614,Phylodactylus,MCB 1103,Westpunt,Archnid_spider,0
615,Phylodactylus,MCB 1104,Westpunt,Archnid_spider,0
616,Phylodactylus,MCB 1105,Westpunt,Archnid_spider,0
617,Phylodactylus,MCB 1106,Westpunt,Archnid_spider,0
618,Phylodactylus,MCB 1107,Westpunt,Archnid_spider,1
619,Phylodactylus,MCB 1108,Westpunt,Archnid_spider,0
620,Phylodactylus,MCB 1109,Westpunt,Archnid_spider,0
621,Phylodactylus,MCB 1110,Westpunt,Archnid_spider,1
622,Phylodactylus,MCB 1111,Westpunt,Archnid_spider,0
623,Phylodactylus,MCB 1112,Westpunt,Archnid_spider,0
624,Phylodactylus,MCB 1113,Westpunt,Archnid_spider,0
625,Phylodactylus,MCB 1114,Westpunt,Archnid_spider,0.333333333
626,Phylodactylus,MCB 1115,Westpunt,Archnid_spider,0
627,Phylodactylus,MCB 1117,Westpunt,Archnid_spider,0
628,Phylodactylus,MCB 1118,Westpunt,Archnid_spider,1
701,Phylodactylus,12513,Westpunt,Other,0
702,Phylodactylus,12514,Westpunt,Other,0
703,Phylodactylus,12515,Westpunt,Other,0
704,Phylodactylus,12516,Westpunt,Other,0
705,Phylodactylus,12517,Westpunt,Other,0
706,Phylodactylus,12518,Westpunt,Other,1
707,Phylodactylus,12520,Westpunt,Other,0
708,Phylodactylus,12521,Westpunt,Other,0
709,Phylodactylus,12522,Westpunt,Other,0
710,Phylodactylus,12524,Westpunt,Other,0
711,Phylodactylus,12525,Westpunt,Other,0
713,Phylodactylus,12541,Westpunt,Other,0
714,Phylodactylus,12543,Westpunt,Other,0
715,Phylodactylus,12544,Westpunt,Other,0
716,Phylodactylus,12547,Westpunt,Other,0
717,Phylodactylus,12551,Westpunt,Other,0
722,Phylodactylus,12582,Westpunt,Other,0
723,Phylodactylus,12583,Westpunt,Other,0
724,Phylodactylus,12584,Westpunt,Other,0
725,Phylodactylus,12615,Westpunt,Other,1
726,Phylodactylus,12618,Westpunt,Other,0
727,Phylodactylus,12621,Westpunt,Other,1
728,Phylodactylus,12622,Westpunt,Other,1
729,Phylodactylus,12623,Westpunt,Other,1
733,Phylodactylus,12636,Westpunt,Other,0
734,Phylodactylus,12637,Westpunt,Other,0
735,Phylodactylus,12638,Westpunt,Other,0
736,Phylodactylus,12639,Westpunt,Other,1
737,Phylodactylus,12640,Westpunt,Other,0
740,Phylodactylus,MCB 1098,Westpunt,Other,0
741,Phylodactylus,MCB 1099,Westpunt,Other,0
742,Phylodactylus,MCB 1100,Westpunt,Other,0
743,Phylodactylus,MCB 1101,Westpunt,Other,0
744,Phylodactylus,MCB 1102,Westpunt,Other,0
745,Phylodactylus,MCB 1103,Westpunt,Other,0
746,Phylodactylus,MCB 1104,Westpunt,Other,0
747,Phylodactylus,MCB 1105,Westpunt,Other,0.5
748,Phylodactylus,MCB 1106,Westpunt,Other,0
749,Phylodactylus,MCB 1107,Westpunt,Other,0
750,Phylodactylus,MCB 1108,Westpunt,Other,0
751,Phylodactylus,MCB 1109,Westpunt,Other,0
752,Phylodactylus,MCB 1110,Westpunt,Other,0
753,Phylodactylus,MCB 1111,Westpunt,Other,0
754,Phylodactylus,MCB 1112,Westpunt,Other,0
755,Phylodactylus,MCB 1113,Westpunt,Other,0
756,Phylodactylus,MCB 1114,Westpunt,Other,0
757,Phylodactylus,MCB 1115,Westpunt,Other,1
758,Phylodactylus,MCB 1117,Westpunt,Other,0
759,Phylodactylus,MCB 1118,Westpunt,Other,0
832,Phylodactylus,12513,Westpunt,Centipede,0
833,Phylodactylus,12514,Westpunt,Centipede,0
834,Phylodactylus,12515,Westpunt,Centipede,0
835,Phylodactylus,12516,Westpunt,Centipede,0
836,Phylodactylus,12517,Westpunt,Centipede,0
837,Phylodactylus,12518,Westpunt,Centipede,0
838,Phylodactylus,12520,Westpunt,Centipede,0
839,Phylodactylus,12521,Westpunt,Centipede,0
840,Phylodactylus,12522,Westpunt,Centipede,0.333333333
841,Phylodactylus,12524,Westpunt,Centipede,0
842,Phylodactylus,12525,Westpunt,Centipede,0
844,Phylodactylus,12541,Westpunt,Centipede,0
845,Phylodactylus,12543,Westpunt,Centipede,0
846,Phylodactylus,12544,Westpunt,Centipede,0
847,Phylodactylus,12547,Westpunt,Centipede,0
848,Phylodactylus,12551,Westpunt,Centipede,0
853,Phylodactylus,12582,Westpunt,Centipede,0
854,Phylodactylus,12583,Westpunt,Centipede,0
855,Phylodactylus,12584,Westpunt,Centipede,0
856,Phylodactylus,12615,Westpunt,Centipede,0
857,Phylodactylus,12618,Westpunt,Centipede,0
858,Phylodactylus,12621,Westpunt,Centipede,0
859,Phylodactylus,12622,Westpunt,Centipede,0
860,Phylodactylus,12623,Westpunt,Centipede,0
864,Phylodactylus,12636,Westpunt,Centipede,0
865,Phylodactylus,12637,Westpunt,Centipede,0
866,Phylodactylus,12638,Westpunt,Centipede,0
